id,name,description,address,city,state,zip,phone,email,website,hours,eligibility,languages,categories,accessibility,source_url,search_category,search_zip
8a90312e78d436d5,Disability Rights Groups - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disability Rights Groups 20 Matching Service Providers Refine Results - Select - No Filter Blindness ARC OF BENTON COUNTY ADVOCACY AND DAY SUPPORTS ACTIVITIES Print & Share X Print & Share Print PDF Provides advocacy services, an employment training program, and supported recreational activities such as art instruction, poetry classes, bowling, game nights, movies, and others. A community calendar with listings of activities can be found on the website. If one-on-one assistance is required for recreational activities, individuals must provide their own staff. 928 NW Beca Avenue Corvallis, OR 97330 Eligibility: Recreational activites: Ages 18 and older with intellectual or developmental disabilites and their families All other services: Individuals with intellectual or developmental disabilities and their families. Hours: Monday-Friday 9am-5pm Email (541) 602-9225 Get Directions Visit Website More Details CENTRAL OREGON DISABILITY SUPPORT NETWORK CENTRAL OREGON DISABILITY SUPPORT NETWORK BEND OFFICE COMMUNITY EDUCATION PROGRAM Print & Share X Print & Share Print PDF E",,,,,(541) 602-9225,,https://gethelp.211info.org/get-help/diverse-populations/disability-rights-groups/,,,,"address, eligibility, hours, housing, phone, program, service, transportation",,https://gethelp.211info.org/get-help/diverse-populations/disability-rights-groups/,,
b271842e548d8a28,Disability Information and Access Line - 211info,- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disability Information and Access Line 0 Matching Service Providers No Mapping Information Available,,,,,,,https://gethelp.211info.org/get-help/diverse-populations/disability-information-and-access-line/,,,,service,,https://gethelp.211info.org/get-help/diverse-populations/disability-information-and-access-line/,,
0c6d17a1600e93d5,Disability Associations - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disability Associations 4 Matching Service Providers Print & Share All Results X Print & Share Print PDF CENTRAL OREGON DISABILITY SUPPORT NETWORK CENTRAL OREGON DISABILITY SUPPORT NETWORK BEND OFFICE COMMUNITY EDUCATION PROGRAM Print & Share X Print & Share Print PDF Educates members of the medical community, professionals, self-advocates, caregivers, and anyone in the greater community who is interested in making their home or place of business more welcoming for people living with disabilities. The program can be tailored to agency or group needs. Classes combine the real life expertise of families with accurate information on disability. The length of training can vary based on need. Full day trainings are also available. Topics that have been covered include, Creating a Welcoming Environment, Individual Education Plans (IEP), Fine Motor, Speech and Language, Financial Planning for People with Disabilities, Person Centered Planning, and Healthy Eating Habits and Special Diets. All classes provide families with free on-site child care. 2525 NE Twin Knolls Drive Su",,,,,(541) 548-8559,,https://gethelp.211info.org/get-help/diverse-populations/disability-associations/,,,,"eligibility, hours, program, service",,https://gethelp.211info.org/get-help/diverse-populations/disability-associations/,,
5008320486c3a083,Disability Awareness Training - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disability Awareness Training 7 Matching Service Providers Print & Share All Results X Print & Share Print PDF ARC UMATILLA COUNTY Print & Share X Print & Share Print PDF Provides connections to resources such as case management services, assistance with advocacy, disability awareness training, education, recreational programs, and vocational training. 215 W Orchard Avenue Hermiston, OR 978381738 Eligibility: Individuals who have intellectual and developmental disabilities and their families Hours: Monday 9am-noon Email (541) 567-7615 Get Directions Visit Website More Details CENTRAL OREGON DISABILITY SUPPORT NETWORK CENTRAL OREGON DISABILITY SUPPORT NETWORK BEND OFFICE COMMUNITY EDUCATION PROGRAM Print & Share X Print & Share Print PDF Educates members of the medical community, professionals, self-advocates, caregivers, and anyone in the greater community who is interested in making their home or place of business more welcoming for people living with disabilities. The program can be tailored to agency or group needs. Classes combine the real life expertise of famil",,,,,(541) 567-7615,,https://gethelp.211info.org/get-help/diverse-populations/disability-awareness-training/,,,,"address, eligibility, hours, mental health, program, resources, service",,https://gethelp.211info.org/get-help/diverse-populations/disability-awareness-training/,,
91b40571e2c82a1e,Disability Related Center Based Employment - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disability Related Center Based Employment 41 Matching Service Providers ALBERTINA KERR VOCATIONAL SERVICES Print & Share X Print & Share Print PDF Provides employment and work experience opportunities by sub-contracting with local businesses. 424 NE 22nd Avenue Portland, OR 97232 Eligibility: Age 16 and older with a documented disability Hours: Monday-Friday 8am-4pm Email (503) 239-8101 Get Directions Visit Website More Details ARC LANE COUNTY EMPLOYABILITY PROGRAM Print & Share X Print & Share Print PDF Provides employment services to help adults with intellectual and developmental disabilities determine their preferences, interests, and support needs related to integrated employment within the community. 4181 E Street Springfield, OR 97478 Eligibility: Adults with intellectual or developmental disabilities Hours: Monday-Friday 9am-5pm Email (541) 343-5256 Get Directions Visit Website More Details BENTON COUNTY BEHAVIORAL HEALTH BARBARA ROSS BUILDING DEVELOPMENTAL DIVERSITY SERVICES Print & Share X Print & Share Print PDF Offers a range of support services to indiv",,,,,(503) 239-8101,,https://gethelp.211info.org/get-help/diverse-populations/disability-related-center-based-employment/,,,,"eligibility, hours, mental health, phone, program, resources, service, transportation",,https://gethelp.211info.org/get-help/diverse-populations/disability-related-center-based-employment/,,
5768166e89f38da4,Dental Restoration * Older Adults - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Restoration * Older Adults 2 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community Print & Share All Results X Print & Share Print PDF DENTAL LIFELINE NETWORK DONATED DENTAL SERVICES Print & Share X Print & Share Print PDF Provides comprehensive dental services to older adults, people with disabilities, and medically fragile individuals through a network of volunteer dentists and dental labs. A volunteer dentist will come up with a treatment plan, with the goal of making sure the patient is pain-free and able to eat properly. Does not provide emergency care. Services may include: -Dental cleanings -Cavity prevention (sealants, fluoride treatments/supplements) -Dental prosthodontics (dentures, bridges, crowns, implants) -Orthodontics -Endodontics -Dental restoration -Periodontics -Oral/maxillofacial surgery -Cosmetic dentistry 1800 15th Street Suite 100 Denver, CO 80202 Eligibility: Veterans and individuals who cannot pay for dental care and who are age 65 and older, have a permanent disability, or are m",,,,,(503) 594-0837,,https://gethelp.211info.org/get-help/diverse-populations/dental-restoration-older-adults/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-restoration-older-adults/,,
1e74b96981c457de,Directory Assistance - 211info,- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Directory Assistance 1 Matching Service Providers Print & Share All Results X Print & Share Print PDF 1-800-FREE-411 INFORMATION SERVICES Print & Share X Print & Share Print PDF Provides directory assistance. Voice-operated phone system contains advertising. Eligibility: Unrestricted Hours: 24 hours per day / 7 days per week (800) 373-3411 Visit Website More Details No Mapping Information Available,,,,,(800) 373-3411,,https://gethelp.211info.org/get-help/diverse-populations/directory-assistance/,,,,"eligibility, hours, phone, service",,https://gethelp.211info.org/get-help/diverse-populations/directory-assistance/,,
5ccb123ff64ddc33,Diabetes Screening * Native American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Diabetes Screening * Native American Community 2 Matching Service Providers Print & Share All Results X Print & Share Print PDF NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST NARA NW INDIAN HEALTH CLINIC HEALTH SERVICES Print & Share X Print & Share Print PDF Provides a wide range of general medical care, immunizations, mental health evaluations and counseling services, diabetes testing, sexually transmitted infections testing and treatment, breast cancer screening, tobacco cessation programs, addictions assessment and treatment, and Oregon Health Plan (OHP) eligibility assistance. 703 NE Hancock Street Portland, OR 97212 Eligibility: Native American or Alaskan Native or other vulnerable populations Hours: Monday/Tuesday/Wednesday/Thursday 8am-5pm, Friday 8am-7pm Email (503) 230-9875 Get Directions Visit Website More Details NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST NARA NW WELLNESS CENTER HEALTH SERVICES Print & Share X Print & Share Print PDF Provides a wide range of general medical care, immunizations, mental health evaluations and c",,,,,(503) 230-9875,,https://gethelp.211info.org/get-help/diverse-populations/diabetes-screening-native-american-community/,,,,"eligibility, hours, mental health, program, service",,https://gethelp.211info.org/get-help/diverse-populations/diabetes-screening-native-american-community/,,
c17ab04fa36655cf,Detoxification * Deafness - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Detoxification * Deafness 2 Matching Service Providers Print & Share All Results X Print & Share Print PDF LIFELINE CONNECTIONS LIFELINE CONNECTIONS EAST VANCOUVER Print & Share X Print & Share Print PDF Provides a full-service behavioral health agency with services including medically-assisted detoxification, substance use treatment, a residential program for substance use treatment, mental health outpatient treatment, a co-occurring disorder (i.e. mental health and substance use disorder), comprehensive outpatient substance use treatment, supported housing and employment, and sober living. Specializes in treatment for those addicted to opioids and alcohol by offering medication to assist in the recovery process. The Deaf and hard of hearing substance use treatment program is one of only a handful in the country. 11719 NE 95th Street Suite A/D Vancouver, WA 98682 Eligibility: Age 18 and older Hours: Appointments: Monday-Friday 8am-5pm Medication Assisted Recovery (MAR) rapid response: Monday-Friday 9am-11am Email (360) 984-5511 Get Directions Visit Website More Deta",,,,,(360) 984-5511,,https://gethelp.211info.org/get-help/diverse-populations/detoxification-deafness/,,,,"eligibility, hours, housing, mental health, program, service",,https://gethelp.211info.org/get-help/diverse-populations/detoxification-deafness/,,
7ac6111df001d89d,Dental Restoration * Disabilities Issues - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Restoration * Disabilities Issues 1 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community Print & Share All Results X Print & Share Print PDF DENTAL LIFELINE NETWORK DONATED DENTAL SERVICES Print & Share X Print & Share Print PDF Provides comprehensive dental services to older adults, people with disabilities, and medically fragile individuals through a network of volunteer dentists and dental labs. A volunteer dentist will come up with a treatment plan, with the goal of making sure the patient is pain-free and able to eat properly. Does not provide emergency care. Services may include: -Dental cleanings -Cavity prevention (sealants, fluoride treatments/supplements) -Dental prosthodontics (dentures, bridges, crowns, implants) -Orthodontics -Endodontics -Dental restoration -Periodontics -Oral/maxillofacial surgery -Cosmetic dentistry 1800 15th Street Suite 100 Denver, CO 80202 Eligibility: Veterans and individuals who cannot pay for dental care and who are age 65 and older, have a permanent disability, o",,,,,(503) 594-0837,,https://gethelp.211info.org/get-help/diverse-populations/dental-restoration-disabilities-issues/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-restoration-disabilities-issues/,,
72a7775bde99e5ea,Dental Prosthodontics * Older Adults - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Prosthodontics * Older Adults 2 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community AIDS/HIV Print & Share All Results X Print & Share Print PDF DENTAL LIFELINE NETWORK DONATED DENTAL SERVICES Print & Share X Print & Share Print PDF Provides comprehensive dental services to older adults, people with disabilities, and medically fragile individuals through a network of volunteer dentists and dental labs. A volunteer dentist will come up with a treatment plan, with the goal of making sure the patient is pain-free and able to eat properly. Does not provide emergency care. Services may include: -Dental cleanings -Cavity prevention (sealants, fluoride treatments/supplements) -Dental prosthodontics (dentures, bridges, crowns, implants) -Orthodontics -Endodontics -Dental restoration -Periodontics -Oral/maxillofacial surgery -Cosmetic dentistry 1800 15th Street Suite 100 Denver, CO 80202 Eligibility: Veterans and individuals who cannot pay for dental care and who are age 65 and older, have a permanent disabili",,,,,(503) 594-0837,,https://gethelp.211info.org/get-help/diverse-populations/dental-prosthodontics-older-adults/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-prosthodontics-older-adults/,,
950362782aea6c76,Dental Restoration * Native American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Restoration * Native American Community 2 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community Print & Share All Results X Print & Share Print PDF CONFEDERATED TRIBES OF SILETZ INDIANS CONFEDERATED TRIBES OF SILETZ INDIANS HEALTH OFFICES HEALTHCARE SERVICES Print & Share X Print & Share Print PDF Offers primary care, dental, radiology, optometry, mental health, and lab services. Also offers medical care related to domestic violence and sexual assault. 200 Gwee-Shut Road Siletz, OR 97380 Eligibility: Federally recognized tribal members, children of tribal members, and the general public. Dental care for tribal members only. Hours: Monday-Thursday 7:30am-5pm, Friday 10am-5pm (541) 444-1030 Get Directions Visit Website More Details GRAND RONDE HEALTH AND WELLNESS CENTER DENTAL CARE SERVICES Print & Share X Print & Share Print PDF Offers general dental care including dental restorations. 9615 Grand Ronde Road Grand Ronde, OR 97347 Eligibility: Members of any federally recognized tribe or spouse of Grand Ro",,,,,(541) 444-1030,,https://gethelp.211info.org/get-help/diverse-populations/dental-restoration-native-american-community/,,,,"eligibility, hours, mental health, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-restoration-native-american-community/,,
387f3ece291af232,Dental Prosthodontics * Native American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Prosthodontics * Native American Community 6 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community AIDS/HIV Print & Share All Results X Print & Share Print PDF CONFEDERATED TRIBES OF SILETZ INDIANS CONFEDERATED TRIBES OF SILETZ INDIANS HEALTH OFFICES HEALTHCARE SERVICES Print & Share X Print & Share Print PDF Offers primary care, dental, radiology, optometry, mental health, and lab services. Also offers medical care related to domestic violence and sexual assault. 200 Gwee-Shut Road Siletz, OR 97380 Eligibility: Federally recognized tribal members, children of tribal members, and the general public. Dental care for tribal members only. Hours: Monday-Thursday 7:30am-5pm, Friday 10am-5pm (541) 444-1030 Get Directions Visit Website More Details CONFEDERATED TRIBES OF THE COOS, LOWER UMPQUA, AND SIUSLAW INDIANS THREE RIVERS DENTAL CLINIC COOS BAY DENTAL CLINIC Print & Share X Print & Share Print PDF Provides pediatric and general dental services, including cleanings, fillings, crowns, bridges, dentures, roo",,,,,(541) 444-1030,,https://gethelp.211info.org/get-help/diverse-populations/dental-prosthodontics-native-american-community/,,,,"eligibility, hours, mental health, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-prosthodontics-native-american-community/,,
cca881094b2e2269,Dental Prosthodontics * Disabilities Issues - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Prosthodontics * Disabilities Issues 1 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community AIDS/HIV Print & Share All Results X Print & Share Print PDF DENTAL LIFELINE NETWORK DONATED DENTAL SERVICES Print & Share X Print & Share Print PDF Provides comprehensive dental services to older adults, people with disabilities, and medically fragile individuals through a network of volunteer dentists and dental labs. A volunteer dentist will come up with a treatment plan, with the goal of making sure the patient is pain-free and able to eat properly. Does not provide emergency care. Services may include: -Dental cleanings -Cavity prevention (sealants, fluoride treatments/supplements) -Dental prosthodontics (dentures, bridges, crowns, implants) -Orthodontics -Endodontics -Dental restoration -Periodontics -Oral/maxillofacial surgery -Cosmetic dentistry 1800 15th Street Suite 100 Denver, CO 80202 Eligibility: Veterans and individuals who cannot pay for dental care and who are age 65 and older, have a permanent d",,,,,(503) 594-0837,,https://gethelp.211info.org/get-help/diverse-populations/dental-prosthodontics-disabilities-issues/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-prosthodontics-disabilities-issues/,,
781beaf2ac53577d,Dental Prosthodontics * AIDS/HIV - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Prosthodontics * AIDS/HIV 1 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community AIDS/HIV Print & Share All Results X Print & Share Print PDF HIV ALLIANCE HIV ALLIANCE DENTAL PROGRAM DENTAL PROGRAM Print & Share X Print & Share Print PDF Provides dental care to people living with HIV. Clinic services include preventative care, restorative care, dentures, and bridge work. For clients that need to travel to access services, transportation and travel lodging may be available. 2460 Willamette Street Eugene, OR 97405 Eligibility: People living with HIV who are enrolled in HIV Alliance Care Coordination services Hours: Call for information Email (541) 342-5088 Get Directions Visit Website More Details HIV ALLIANCE DENTAL PROGRAM",,,,,(541) 342-5088,,https://gethelp.211info.org/get-help/diverse-populations/dental-prosthodontics-aids-hiv/,,,,"eligibility, hours, program, service, transportation",,https://gethelp.211info.org/get-help/diverse-populations/dental-prosthodontics-aids-hiv/,,
d7acbbde6738798e,Dental Hygiene * Older Adults - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Hygiene * Older Adults 2 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community AIDS/HIV Print & Share All Results X Print & Share Print PDF DENTAL LIFELINE NETWORK DONATED DENTAL SERVICES Print & Share X Print & Share Print PDF Provides comprehensive dental services to older adults, people with disabilities, and medically fragile individuals through a network of volunteer dentists and dental labs. A volunteer dentist will come up with a treatment plan, with the goal of making sure the patient is pain-free and able to eat properly. Does not provide emergency care. Services may include: -Dental cleanings -Cavity prevention (sealants, fluoride treatments/supplements) -Dental prosthodontics (dentures, bridges, crowns, implants) -Orthodontics -Endodontics -Dental restoration -Periodontics -Oral/maxillofacial surgery -Cosmetic dentistry 1800 15th Street Suite 100 Denver, CO 80202 Eligibility: Veterans and individuals who cannot pay for dental care and who are age 65 and older, have a permanent disability, or",,,,,(503) 594-0837,,https://gethelp.211info.org/get-help/diverse-populations/dental-hygiene-older-adults/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-hygiene-older-adults/,,
f0c521ca1a4c708e,Dental Hygiene * Native American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Hygiene * Native American Community 7 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community AIDS/HIV Print & Share All Results X Print & Share Print PDF CONFEDERATED TRIBES OF SILETZ INDIANS CONFEDERATED TRIBES OF SILETZ INDIANS HEALTH OFFICES HEALTHCARE SERVICES Print & Share X Print & Share Print PDF Offers primary care, dental, radiology, optometry, mental health, and lab services. Also offers medical care related to domestic violence and sexual assault. 200 Gwee-Shut Road Siletz, OR 97380 Eligibility: Federally recognized tribal members, children of tribal members, and the general public. Dental care for tribal members only. Hours: Monday-Thursday 7:30am-5pm, Friday 10am-5pm (541) 444-1030 Get Directions Visit Website More Details CONFEDERATED TRIBES OF THE COOS, LOWER UMPQUA, AND SIUSLAW INDIANS THREE RIVERS DENTAL CLINIC COOS BAY DENTAL CLINIC Print & Share X Print & Share Print PDF Provides pediatric and general dental services, including cleanings, fillings, crowns, bridges, dentures, root canal",,,,,(541) 444-1030,,https://gethelp.211info.org/get-help/diverse-populations/dental-hygiene-native-american-community/,,,,"eligibility, hours, mental health, program, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-hygiene-native-american-community/,,
3e0829da6ff4c709,Dental Care Referrals * Older Adults - 211info,- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Care Referrals * Older Adults 0 Matching Service Providers No Mapping Information Available,,,,,,,https://gethelp.211info.org/get-help/diverse-populations/dental-care-referrals-older-adults/,,,,service,,https://gethelp.211info.org/get-help/diverse-populations/dental-care-referrals-older-adults/,,
afe19e00efd5122d,Dental Care Referrals * AIDS/HIV - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Care Referrals * AIDS/HIV 3 Matching Service Providers Refine Results - Select - Older Adults AIDS/HIV Print & Share All Results X Print & Share Print PDF DESCHUTES COUNTY PUBLIC HEALTH HIV/AIDS CASE MANAGEMENT Print & Share X Print & Share Print PDF Provides confidential case management to individuals living with HIV and AIDS. This program provides expense assistance for HIV medications, transportation costs to medical care appointments, insurance premium payments, transitional housing and rent payment assistance, dental care, disease management education, referrals to other agencies for basic needs, employment, and substance abuse treatment. 2577 NE Courtney Drive Bend, OR 97701 Eligibility: Individuals living with HIV/AIDS Hours: Monday-Friday 8:00am-5pm Email (541) 322-7155 Get Directions Visit Website More Details HOOD RIVER COUNTY HEALTH DEPARTMENT HIV/AIDS CASE MANAGEMENT Print & Share X Print & Share Print PDF Provides confidential case management to individuals living with HIV and AIDS. This program provides HIV testing, expense assistance for HIV med",,,,,(541) 322-7155,,https://gethelp.211info.org/get-help/diverse-populations/dental-care-referrals-aids-hiv/,,,,"eligibility, hours, housing, program, service, transportation",,https://gethelp.211info.org/get-help/diverse-populations/dental-care-referrals-aids-hiv/,,
3aed75f9f33d6dba,Dental Hygiene * Disabilities Issues - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Hygiene * Disabilities Issues 1 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community AIDS/HIV Print & Share All Results X Print & Share Print PDF DENTAL LIFELINE NETWORK DONATED DENTAL SERVICES Print & Share X Print & Share Print PDF Provides comprehensive dental services to older adults, people with disabilities, and medically fragile individuals through a network of volunteer dentists and dental labs. A volunteer dentist will come up with a treatment plan, with the goal of making sure the patient is pain-free and able to eat properly. Does not provide emergency care. Services may include: -Dental cleanings -Cavity prevention (sealants, fluoride treatments/supplements) -Dental prosthodontics (dentures, bridges, crowns, implants) -Orthodontics -Endodontics -Dental restoration -Periodontics -Oral/maxillofacial surgery -Cosmetic dentistry 1800 15th Street Suite 100 Denver, CO 80202 Eligibility: Veterans and individuals who cannot pay for dental care and who are age 65 and older, have a permanent disabili",,,,,(503) 594-0837,,https://gethelp.211info.org/get-help/diverse-populations/dental-hygiene-disabilities-issues/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/dental-hygiene-disabilities-issues/,,
89cdf4c091024a56,Dental Hygiene * AIDS/HIV - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Hygiene * AIDS/HIV 1 Matching Service Providers Refine Results - Select - Disabilities Issues Older Adults Native American Community AIDS/HIV Print & Share All Results X Print & Share Print PDF HIV ALLIANCE HIV ALLIANCE DENTAL PROGRAM DENTAL PROGRAM Print & Share X Print & Share Print PDF Provides dental care to people living with HIV. Clinic services include preventative care, restorative care, dentures, and bridge work. For clients that need to travel to access services, transportation and travel lodging may be available. 2460 Willamette Street Eugene, OR 97405 Eligibility: People living with HIV who are enrolled in HIV Alliance Care Coordination services Hours: Call for information Email (541) 342-5088 Get Directions Visit Website More Details HIV ALLIANCE DENTAL PROGRAM",,,,,(541) 342-5088,,https://gethelp.211info.org/get-help/diverse-populations/dental-hygiene-aids-hiv/,,,,"eligibility, hours, program, service, transportation",,https://gethelp.211info.org/get-help/diverse-populations/dental-hygiene-aids-hiv/,,
2cc29d5d10c254d5,Dance Instruction * Native American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dance Instruction * Native American Community 1 Matching Service Providers Print & Share All Results X Print & Share Print PDF NATIVE AMERICAN YOUTH AND FAMILY CENTER CULTURAL ARTS Print & Share X Print & Share Print PDF Offers weekly Culture Nights that provide dinner, beading, singing, crafting, intertribal drumming and dancing. 5135 NE Columbia Boulevard Portland, OR 97218 Eligibility: Primarily serves self-identified Native Americans of all ages Hours: -Wednesday 6pm-8pm during the school year. Wednesday holidays and school closures are observed. -Dinner: Wednesday 6:pm-6:30pm Email (503) 288-8177 267 Get Directions Visit Website More Details NATIVE AMERICAN YOUTH AND FAMILY CENTER CULTURAL ARTS",,,,,(503) 288-8177,,https://gethelp.211info.org/get-help/diverse-populations/dance-instruction-native-american-community/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/dance-instruction-native-american-community/,,
8a3d2128b2ea98da,Dental Care Expense Assistance * AIDS/HIV - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Dental Care Expense Assistance * AIDS/HIV 5 Matching Service Providers Print & Share All Results X Print & Share Print PDF EASTERN OREGON CENTER FOR INDEPENDENT LIVING BURNS HIV COMMUNITY SERVICES Print & Share X Print & Share Print PDF Provides confidential case management independent living services to individuals living with HIV. Offers expense assistance for HIV medications, transportation costs to medical care and case management appointments, insurance premium payments, transitional housing, rent payment assistance, dental care, disease management education, referrals to other agencies for basic needs, employment, and substance abuse treatment. 51 W Washington Burns, OR 97720 Eligibility: Individuals living with HIV Hours: Monday-Friday 9am-3pm Email (541) 370-2810 401 Get Directions Visit Website More Details EASTERN OREGON CENTER FOR INDEPENDENT LIVING LA GRANDE HIV COMMUNITY SERVICES Print & Share X Print & Share Print PDF Provides confidential case management independent living services to individuals living with HIV. Offers expense assistance for HIV medic",,,,,(541) 370-2810,,https://gethelp.211info.org/get-help/diverse-populations/dental-care-expense-assistance-aids-hiv/,,,,"eligibility, hours, housing, service, transportation",,https://gethelp.211info.org/get-help/diverse-populations/dental-care-expense-assistance-aids-hiv/,,
c97efd23c657b069,Cultural Heritage Groups * Native American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Cultural Heritage Groups * Native American Community 1 Matching Service Providers Print & Share All Results X Print & Share Print PDF NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST NARA NW CHILD AND FAMILY SERVICES GRESHAM CHILD AND FAMILY SERVICES Print & Share X Print & Share Print PDF Provides mental health assessment and evaluation, counseling (individual, couples, family, and group), case management, cultural groups and activities, Native parenting classes, foster parent groups, access to physical health services, Healthy Native Kids (OHP/CHIPRA) insurance assistance, and wraparound care for Native youth with multiple needs. Referrals to other resources provided. Also provides diapers. Staff receive training on cultural competence to provide cultural programming for clients. Staff includes Master's-level counselors and social workers, certified alcohol and drug counselors (CADC), psychologists and child psychiatrists, and nurse practitioners. Student interns studying to become CADCs or counselors may also work under supervision of licensed staff. Th",,,,,(503) 953-6598,,https://gethelp.211info.org/get-help/diverse-populations/cultural-heritage-groups-native-american-community/,,,,"eligibility, hours, mental health, program, resources, service",,https://gethelp.211info.org/get-help/diverse-populations/cultural-heritage-groups-native-american-community/,,
